NM_VOTAVEL,DS_CARGO,NM_MUNICIPIO,Total_Votos
PATRICIA DA SILVA FEITOSA,DEPUTADO ESTADUAL,143,3291
PATRICIA DE ARRUDA APOLINÁRIO,DEPUTADO ESTADUAL,27,139
PATRICIA DE JESUS,DEPUTADO FEDERAL,59,328
PATRICIA DE MORAIS,DEPUTADO FEDERAL,78,642
PATRICIA DE OLIVEIRA SOUZA LELIS,DEPUTADO FEDERAL,201,1427
PATRICIA DOS REIS TRAVASSOS,DEPUTADO ESTADUAL,68,1108
PATRICIA GAMA DE QUADROS BEZERRA,DEPUTADO ESTADUAL,360,50325
PATRICIA KIYOMI TANI,DEPUTADO FEDERAL,71,390
PATRICIA LUCIA GOUVEIA DA SILVA,DEPUTADO ESTADUAL,36,785
PATRICIA MARTINS FERREIRA,DEPUTADO FEDERAL,73,664
PATRICIA SILVA ZANELLA,DEPUTADO FEDERAL,335,8592
PATRICIO DE LIMA MELO,DEPUTADO FEDERAL,94,458
PATRÍCIA FREITAS LIMA,DEPUTADO FEDERAL,136,2146
PATRÍCIA GUERREIRO,DEPUTADO ESTADUAL,8,12
PAULA ANDREA GARCIA MEIRELLES,DEPUTADO FEDERAL,123,639
PAULA DANIELA DE JESUS,DEPUTADO FEDERAL,46,297
PAULA FERNANDA SAMPAIO,DEPUTADO FEDERAL,64,215
PAULA FRANCINETE COSTA LEITE,DEPUTADO FEDERAL,296,8395
PAULA TACIANA TEODORO,DEPUTADO FEDERAL,106,629
PAULA VIVIAN DE MORAES,DEPUTADO ESTADUAL,3,7
PAULINA ROSA DE SOUZA JACINTO,DEPUTADO FEDERAL,19,111
PAULO ADRIANO LOPES LUCINDA TELHADA,DEPUTADO ESTADUAL,625,189236
PAULO ALVES CORRÊA JUNIOR,DEPUTADO ESTADUAL,346,41313
PAULO ALVES PEREIRA,DEPUTADO ESTADUAL,63,989
PAULO ANDRE BERTONE FANECO,DEPUTADO ESTADUAL,155,7382
PAULO ANTONIO SKAF,GOVERNADOR,645,3736562
PAULO BARBOSA FRANCISCO,DEPUTADO ESTADUAL,23,613
PAULO BENEDITO DOS SANTOS,DEPUTADO FEDERAL,36,844
PAULO CALADO FARIAS,DEPUTADO ESTADUAL,27,868
PAULO CESAR CANDIDO BARBOSA,DEPUTADO ESTADUAL,22,381
PAULO CESAR DIAS DOS REIS,DEPUTADO ESTADUAL,49,3472
PAULO CESAR GOMES MARTINS,DEPUTADO ESTADUAL,45,603
PAULO CESAR MARTIMIANO,DEPUTADO FEDERAL,116,867
PAULO DARIO BAUERMEISTER,DEPUTADO FEDERAL,195,1234
PAULO DE ABREU LEME FILHO,DEPUTADO ESTADUAL,92,1424
PAULO DE TARSO CARDOSO DE MIRANDA,DEPUTADO ESTADUAL,89,4123
PAULO DE TARSO NUNES CHIODE,DEPUTADO ESTADUAL,86,10107
PAULO DELLA ROSA JÚNIOR,DEPUTADO FEDERAL,112,672
PAULO EDUARDO ANDRADE ORTIZ,DEPUTADO ESTADUAL,243,8628
PAULO EDUARDO TEMPLE DELGADO,DEPUTADO ESTADUAL,69,1415
PAULO FERNANDO DO CARMO,DEPUTADO FEDERAL,209,1862
PAULO FORTES DIAS DE SOUZA,DEPUTADO ESTADUAL,92,1504
PAULO FRANCISCO ALVARENGA BARBOSA,DEPUTADO ESTADUAL,49,406
PAULO GUILHERME FRANZIN,DEPUTADO FEDERAL,110,14146
PAULO HENRIQUE COELHO MARBACK D OLIVEIRA,DEPUTADO ESTADUAL,32,113
PAULO HENRIQUE EVARISTO,DEPUTADO ESTADUAL,22,948
PAULO HENRIQUE MACHADO,DEPUTADO ESTADUAL,93,798
PAULO HENRIQUE RIBEIRO,DEPUTADO ESTADUAL,22,206
PAULO ISOLDI MARCOS DOS SANTOS,DEPUTADO ESTADUAL,44,89
PAULO JORGE MANSUR NETO,DEPUTADO ESTADUAL,176,4418
PAULO JORGE VALENTIM,DEPUTADO FEDERAL,184,2131
PAULO KENJI SASAKI,DEPUTADO FEDERAL,89,6556
PAULO LUIS BATISTA,DEPUTADO ESTADUAL,15,401
PAULO LUIS SANTOS,DEPUTADO ESTADUAL,46,2843
PAULO MARCELO VENCESLAU,DEPUTADO FEDERAL,40,244
PAULO MASSARELLI,DEPUTADO ESTADUAL,90,1272
PAULO MATHIAS DE TARSO,DEPUTADO ESTADUAL,444,28132
PAULO MEDEIROS DOS SANTOS,DEPUTADO ESTADUAL,52,179
PAULO NISHIKAWA,DEPUTADO ESTADUAL,453,20156
PAULO PEREIRA DA SILVA,DEPUTADO FEDERAL,585,66295
PAULO PEREIRA ROCHA,DEPUTADO ESTADUAL,44,511
PAULO PRADO LEITE,DEPUTADO ESTADUAL,26,913
PAULO RICARDO SIMONAGIO,DEPUTADO FEDERAL,12,108
PAULO ROBERTO BENEGAS DE MORAIS,DEPUTADO FEDERAL,110,2103
PAULO ROBERTO BUFALO,DEPUTADO ESTADUAL,143,5968
PAULO ROBERTO CECCHINATO,DEPUTADO ESTADUAL,99,7672
PAULO ROBERTO DE ABREU,DEPUTADO FEDERAL,97,770
PAULO ROBERTO DE CAMPOS,DEPUTADO ESTADUAL,127,13383
PAULO ROBERTO DE JESUS,DEPUTADO FEDERAL,99,2374
PAULO ROBERTO DE QUEIROZ MOTTA,DEPUTADO ESTADUAL,131,1956
PAULO ROBERTO DIAS PEREIRA,DEPUTADO ESTADUAL,109,2090
PAULO ROBERTO DOS SANTOS,DEPUTADO FEDERAL,60,268
PAULO ROBERTO FIORILO,DEPUTADO ESTADUAL,366,71393
PAULO ROBERTO FREIRE DA COSTA,DEPUTADO FEDERAL,609,96315
PAULO ROBERTO GOMES MANSUR,DEPUTADO FEDERAL,525,24322
PAULO ROBERTO MARTINS SERRA,DEPUTADO FEDERAL,228,5405
PAULO ROGERIO DENONI,DEPUTADO ESTADUAL,186,3001
PAULO SERGIO ABOU ANNI,DEPUTADO FEDERAL,527,61269
PAULO SERGIO BAPTISTA DE SOUZA,DEPUTADO ESTADUAL,154,2027
PAULO SERGIO BENISSE,DEPUTADO ESTADUAL,13,116
PAULO SERGIO BRUIANI BARBOSA,DEPUTADO FEDERAL,180,1234
PAULO SERGIO CAMOLESI,DEPUTADO ESTADUAL,77,5318
PAULO SERGIO MOREIRA MELLO,DEPUTADO ESTADUAL,224,1530
PAULO SÉRGIO GONÇALVES DA SILVA,DEPUTADO FEDERAL,25,511
PAULO SÉRGIO MORO COSTA,DEPUTADO ESTADUAL,45,517
PAULO SÉRGIO OLIVEIRA,DEPUTADO FEDERAL,123,3829
PAULO SÉRGIO RODRIGUES DA SILVA,DEPUTADO ESTADUAL,15,157
PAULO TADEU MARTINS JUSSIO,DEPUTADO ESTADUAL,19,274
PAULO VICTOR NOVAES,DEPUTADO ESTADUAL,29,337
PAULO VIEIRA DA SILVA FILHO,DEPUTADO ESTADUAL,108,1044
PEDRO ANTONIO BIGARDI,DEPUTADO ESTADUAL,164,19218
PEDRO APARECIDO TONETTI,DEPUTADO ESTADUAL,57,1224
PEDRO AUGUSTO MÁXIMO FAVARON,DEPUTADO ESTADUAL,27,222
PEDRO AYRES DE SOUZA,DEPUTADO FEDERAL,277,3262
PEDRO BORBOREMA DE ARAÚJO,DEPUTADO FEDERAL,83,1124
PEDRO FELIPE JACYNTHO DOS SANTOS,DEPUTADO ESTADUAL,93,470
PEDRO HENRIQUE HENRIQUES FERNANDES,SENADOR,623,120527
PEDRO HENRIQUE TERUJI JERONIMO MINAMIDANI,DEPUTADO ESTADUAL,97,2220
PEDRO LUIZ PIMENTEL PEREIRA,DEPUTADO FEDERAL,8,35
PEDRO MASSAMI KIKUDOME,DEPUTADO ESTADUAL,252,21604
PEDRO MOTOITIRO KAWAI,DEPUTADO FEDERAL,336,11622
PEDRO PAULO DIAS DE ANDRADE,DEPUTADO ESTADUAL,24,217
PEDRO PEDRAL VANIN,DEPUTADO ESTADUAL,220,5314
PEDRO ROBERTO GOMES,DEPUTADO FEDERAL,246,14364
PEDRO TOURINHO DE SIQUEIRA,DEPUTADO ESTADUAL,300,24868
PILTON RIOS DE BARROS FELIX PEREIRA,DEPUTADO FEDERAL,188,684
PLINIO MARCOS DE LIMA,DEPUTADO ESTADUAL,11,139
POLLYANA FATIMA GAMA SANTOS,DEPUTADO FEDERAL,320,24709
PRISCILA DA SILVA CAVALCANTE URQUIA,DEPUTADO FEDERAL,164,1273
PRISCILA DE FÁTIMA BELTRAN SANTOS,DEPUTADO FEDERAL,42,163
PRISCILA FRANÇA DE FIGUEIREDO,DEPUTADO ESTADUAL,69,986
PRISCILA PEREIRA,DEPUTADO FEDERAL,319,2944
RAFAEL ANTONIO DA SILVA,DEPUTADO ESTADUAL,252,63270
RAFAEL ARTHUR ABRAHÃO,DEPUTADO FEDERAL,39,284
RAFAEL BROCHI DE MATTOS,DEPUTADO FEDERAL,69,1141
RAFAEL DE ALMEIDA PADIAL,DEPUTADO FEDERAL,40,302
RAFAEL FERNANDO ZIMBALDI,DEPUTADO ESTADUAL,584,70426
RAFAEL FRANCIS OLIVA,DEPUTADO ESTADUAL,24,168
RAFAEL GANZERLI AUAD,DEPUTADO ESTADUAL,160,3337
RAFAEL GOFFI MOREIRA,DEPUTADO FEDERAL,422,23696
RAFAEL LUIZ PAVARINI DE CAMARGO,DEPUTADO ESTADUAL,148,14213
RAFAEL PEREIRA DA SILVA,DEPUTADO ESTADUAL,75,725
RAFAEL PINHEIRO DOS SANTOS,DEPUTADO ESTADUAL,42,460
RAFAEL RIBEIRO ZUCCO,DEPUTADO ESTADUAL,344,9002
RAFAEL TURRINI PURGATO,DEPUTADO ESTADUAL,62,4036
RAIMUNDA FERREIRA XAVIER SANTOS,DEPUTADO FEDERAL,34,519
RAIMUNDA NONATA BORGES,DEPUTADO ESTADUAL,7,32
RAIMUNDO BERNARDINO DO NASCIMENTO,DEPUTADO ESTADUAL,138,771
RAIMUNDO FERREIRA BARROS,DEPUTADO ESTADUAL,18,687
RAIMUNDO NOUZINHO REIS SOARES,DEPUTADO ESTADUAL,23,423
RAIMUNDO SOUZA TEIXEIRA,DEPUTADO ESTADUAL,39,330
RALFI RAFAEL DA SILVA,DEPUTADO ESTADUAL,154,12968
RAMIRO ALVES DA ROCHA CRUZ JUNIOR,DEPUTADO FEDERAL,218,1579
RAMON BERTONI PEREIRA,DEPUTADO ESTADUAL,35,268
RAMON FERNANDES FAUSTINO,DEPUTADO FEDERAL,145,2004
RAMSÉS THOMAZ,DEPUTADO FEDERAL,126,1507
RAPHAEL APARECIDO DE OLIVEIRA,DEPUTADO FEDERAL,125,6412
RAPHAEL MARCO BLECH HAMAOUI,DEPUTADO ESTADUAL,122,3450
RAPHAELA DE AZEVEDO GAETA,DEPUTADO ESTADUAL,140,2288
RAQUEL AGUIAR DE OLIVEIRA SILVA,DEPUTADO ESTADUAL,13,174
RAQUEL DE PAULA,DEPUTADO ESTADUAL,40,540
RAQUEL PEREIRA RESENDE,DEPUTADO ESTADUAL,55,416
RAUL APARECIDO GONÇALVES PAULA,DEPUTADO ESTADUAL,194,32481
RAUL CHRISTIANO DE OLIVEIRA SANCHEZ,DEPUTADO ESTADUAL,151,5287
RAUL MARCELO DE SOUZA,DEPUTADO ESTADUAL,258,41363
RAUL THAME DE TOLEDO ALMEIDA,DEPUTADO FEDERAL,149,1124
RAYMARA GARRIDO GARCIA,DEPUTADO FEDERAL,53,725
REANOLFO CLAUDIO DE SIQUEIRA,DEPUTADO ESTADUAL,20,154
REGIA MARIA GOUVEIA SARMENTO,DEPUTADO ESTADUAL,111,2570
REGIANE APARECIDA DE SOUZA NEVES,DEPUTADO ESTADUAL,84,1571
REGIANE MARA VEIGA ALONSO,DEPUTADO ESTADUAL,38,514
REGINA DA SILVA COSTA,DEPUTADO ESTADUAL,74,426
REGINA DE CÁSSIA  PONTES ALVES DA SILVA,DEPUTADO ESTADUAL,18,278
REGINA HELENA CAVALCANTE CUNHA PACETTA,DEPUTADO FEDERAL,30,84
REGINA HELENA DOS SANTOS FUKUSIG,DEPUTADO FEDERAL,26,162
REGINA LEITE TOLENTINO,DEPUTADO FEDERAL,224,3598
REGINA MARIA CAMPOS ALHANAT,DEPUTADO FEDERAL,148,855
REGINA MARIA CUBERO LEITÃO,DEPUTADO FEDERAL,213,3967
REGINA MARILIA PRADO MANSSUR,DEPUTADO ESTADUAL,39,473
REGINALDO ALEXANDRE MARTINS,DEPUTADO ESTADUAL,39,1213
REGINALDO APARECIDO BATISTA,DEPUTADO ESTADUAL,18,53
REGINALDO CAMILO DOS SANTOS,DEPUTADO FEDERAL,133,8062
REGINALDO DA CRUZ,DEPUTADO FEDERAL,35,884
REGINALDO ESTEFANO LACERDA DOS SANTOS,DEPUTADO FEDERAL,15,297
REGINALDO LUCAS OUVERNEY,DEPUTADO FEDERAL,32,891
REGINALDO NUNES BEZERRA,DEPUTADO ESTADUAL,45,897
REGINALDO OLIVEIRA DE ALMEIDA,DEPUTADO FEDERAL,221,5928
REGINALDO PUGAS,DEPUTADO ESTADUAL,134,1374
REGINALDO SOARES DOS SANTOS,DEPUTADO ESTADUAL,32,1011
REGINALDO SOUZA MACHADO,DEPUTADO ESTADUAL,85,712
REGINALDO VIANA GOMES,DEPUTADO ESTADUAL,71,891
REGINÉIA LEMES TAVARES,DEPUTADO ESTADUAL,36,140
REGIS LEANDRO YASUMURA,DEPUTADO ESTADUAL,229,22031
REGIS MARQUES RIBEIRO,DEPUTADO ESTADUAL,46,686
REINALDO DE OLIVEIRA COELHO,DEPUTADO FEDERAL,149,1409
REINALDO DE SOUZA ALGUZ,DEPUTADO ESTADUAL,621,100880
REINALDO RIBEIRO MOTA,DEPUTADO ESTADUAL,17,195
REJANE DE MOURA,DEPUTADO ESTADUAL,88,1612
REJANE DE VASCONCELOS FELIPE,DEPUTADO ESTADUAL,69,620
RENALDO CARDOSO DE REZENDE,DEPUTADO ESTADUAL,39,201
RENAN DIAS OLIVEIRA,DEPUTADO FEDERAL,73,1427
RENAN ELIAS GODINHO,DEPUTADO ESTADUAL,80,4094
RENAN THIAGO CALDATO BENTO GARCIA,DEPUTADO FEDERAL,51,286
RENATA APARECIDA DE LIMA,DEPUTADO FEDERAL,44,206
RENATA BANHARA PEIXOTO MARCONDES,DEPUTADO FEDERAL,409,11034
RENATA CZEKAY,DEPUTADO ESTADUAL,19,98
RENATA DE MORAIS PESSOA,DEPUTADO FEDERAL,369,11738
RENATA DE OLIVEIRA COELHO,DEPUTADO ESTADUAL,41,103
RENATA HELLMEISTER DE ABREU,DEPUTADO FEDERAL,538,140723
RENATA LEMES DE PAIVA MENDES DA COSTA,DEPUTADO ESTADUAL,249,31208
RENATA MARCIA ALVES BRAGA,DEPUTADO ESTADUAL,33,490
RENATA TEODORO DA FONSECA,DEPUTADO FEDERAL,55,773
RENATO ANTONIO FONSECA FILHO,DEPUTADO ESTADUAL,26,609
RENATO BENEDUCI ASSAD,DEPUTADO FEDERAL,62,293
RENATO BENTO LUIZ,DEPUTADO ESTADUAL,227,2758
RENATO BISPO CAROBA,DEPUTADO ESTADUAL,68,4262
RENATO BORGIANI,DEPUTADO ESTADUAL,11,93
RENATO DA SILVA,DEPUTADO ESTADUAL,28,961
RENATO KOGA CERQUEIRA,DEPUTADO FEDERAL,166,2829
RENATO MORENI AIRES DA SILVA,DEPUTADO ESTADUAL,184,3827
RENATO NIVEO GUIMARÃES MESQUITA,DEPUTADO FEDERAL,259,2284
RENATO PAIM,DEPUTADO FEDERAL,94,1743
RENATO PASCHOAL STAIBANO,DEPUTADO FEDERAL,108,1103
RENATO PINHEIRO DA SILVA,DEPUTADO FEDERAL,54,950
RENATO PUPO DE PAULA,DEPUTADO ESTADUAL,341,21017
RENATO SIMOES,DEPUTADO ESTADUAL,319,22487
RENATO TAMAIO DE SOUZA,DEPUTADO FEDERAL,113,1359
RENE ROSA,DEPUTADO FEDERAL,102,852
RENNÊ VIEIRA DE CARVALHO,DEPUTADO ESTADUAL,3,82
REYNALDO CAMPANATTI PEREIRA,DEPUTADO FEDERAL,366,12945
RICARDO ALVES DE MOURA,DEPUTADO FEDERAL,107,1383
RICARDO ALVES MARINHO,DEPUTADO FEDERAL,243,1713
RICARDO ANTONIO BUAINAIN DIAS,DEPUTADO FEDERAL,256,2257
RICARDO AUGUSTO FELICIO,DEPUTADO FEDERAL,447,9773
RICARDO AUGUSTO MACHADO DA SILVA,DEPUTADO FEDERAL,320,53182
RICARDO AZEVEDO DA SILVA,DEPUTADO ESTADUAL,406,11140
RICARDO CONSTANCIO GOMES,DEPUTADO FEDERAL,43,470
RICARDO DA SILVA SAIBRO,DEPUTADO ESTADUAL,44,1354
RICARDO DE AQUINO SALLES,DEPUTADO FEDERAL,428,32047
RICARDO DE LIMA,DEPUTADO FEDERAL,68,806
RICARDO DOS SANTOS RABAÇA,DEPUTADO ESTADUAL,74,310
RICARDO ELIAS IRALLA,DEPUTADO FEDERAL,88,686
RICARDO FABRIZIO PACHECO DE OLIVEIRA,DEPUTADO ESTADUAL,240,11366
RICARDO FASSIO CAVALCANTE CUNHA,DEPUTADO FEDERAL,186,2551
RICARDO FIORAVANTI SPINDOLA,DEPUTADO FEDERAL,84,1528
RICARDO GAMBARONI,DEPUTADO FEDERAL,178,3435
RICARDO GUIDI,DEPUTADO FEDERAL,69,695
RICARDO GUIRON,DEPUTADO FEDERAL,15,106
RICARDO HOLZ VIDAL DOS SANTOS,DEPUTADO ESTADUAL,84,5586
RICARDO IZAR JUNIOR,DEPUTADO FEDERAL,629,106264
RICARDO JOSÉ RUSSOMANNO AZEVEDO SOBRINHO,DEPUTADO ESTADUAL,78,402
RICARDO LEITE,DEPUTADO ESTADUAL,135,2589
RICARDO LOURENÇO DO CARMO,DEPUTADO ESTADUAL,106,1471
RICARDO LUIS MELLAO,DEPUTADO ESTADUAL,332,23848
RICARDO LUIS REIS NUNES,DEPUTADO FEDERAL,335,41681
RICARDO MANOEL DE ALMEIDA,DEPUTADO ESTADUAL,119,11061
RICARDO MOLINA DIAS,DEPUTADO FEDERAL,266,18707
RICARDO ROSSI MADALENA,DEPUTADO ESTADUAL,459,69099
RICARDO SICCHIERO,DEPUTADO ESTADUAL,204,2216
RICARDO SOUZA DOS SANTOS,DEPUTADO FEDERAL,57,1662
RICARDO TEIXEIRA,DEPUTADO FEDERAL,312,27450
RICARDO URIZZI CARVALHO,DEPUTADO FEDERAL,169,4710
RINALDO LUIZ WOLF,DEPUTADO FEDERAL,170,1624
RISLAINE FEITOZA ALVES,DEPUTADO FEDERAL,7,31
RITA DE CASSIA ALVES,DEPUTADO FEDERAL,147,611
RITA DE CASSIA DA SILVA VASCONCELOS,DEPUTADO ESTADUAL,15,319
RITA DE CASSIA MENEZES SANTOS NASCIMENTO,DEPUTADO ESTADUAL,17,335
RITA DE CASSIA SOUSA SANTOS,DEPUTADO ESTADUAL,27,157
RITA DE CASSIA TAVARES DE ARAÚJO,DEPUTADO FEDERAL,26,166
RITA DE CASSIA TRINCA PASSOS,DEPUTADO ESTADUAL,531,47678
RITA DE CÁSSIA MONTEIRO MARZULLO,DEPUTADO FEDERAL,42,276
RITA DE CÁSSIA SANTANA ALBANEZ,DEPUTADO FEDERAL,186,5040
RITA MANUELA MATTOS DOS SANTOS,DEPUTADO FEDERAL,46,383
RIVAEL BENEDITO DE SOUZA,DEPUTADO FEDERAL,125,10337
RIVALDO APARECIDO DE OLIVEIRA,DEPUTADO ESTADUAL,37,4180
RIVALDO DOS SANTOS SILVA,DEPUTADO FEDERAL,17,30
ROBERSON ANTEQUERA MORON,DEPUTADO FEDERAL,273,7808
ROBERTA CRISTINA BARRADA MELCHIOR MERLO,DEPUTADO FEDERAL,44,605
ROBERTA MOREIRA LUCHSINGER,DEPUTADO ESTADUAL,360,12418
ROBERTA PINTO GRABERT,DEPUTADO ESTADUAL,192,6256
ROBERTA ROCHA GOMES ALBUQUERQUE,DEPUTADO ESTADUAL,56,277
ROBERTO ALVES DE LUCENA,DEPUTADO FEDERAL,496,49275
ROBERTO ANTONIO ALVES ,DEPUTADO FEDERAL,8,74
ROBERTO AUGUSTO PROCOPIO FERREIRA,DEPUTADO ESTADUAL,32,255
ROBERTO BARBOSA RODRIGUES,DEPUTADO ESTADUAL,34,394
ROBERTO BASTOS DE OLIVEIRA JUNIOR,DEPUTADO ESTADUAL,148,10861
ROBERTO BATISTA FERREIRA,DEPUTADO FEDERAL,56,1227
ROBERTO CARDOSO FERREIRA,DEPUTADO ESTADUAL,56,870
ROBERTO CARLOS DE ALMEIDA,DEPUTADO ESTADUAL,92,2896
ROBERTO CARLOS DE SANTI,DEPUTADO ESTADUAL,58,434
ROBERTO CARVALHO ENGLER PINTO,DEPUTADO ESTADUAL,232,60123
ROBERTO DE LIMA FERNANDES,DEPUTADO ESTADUAL,189,4097
ROBERTO DELFINO DA SILVA,DEPUTADO FEDERAL,95,3553
ROBERTO DOS SANTOS,DEPUTADO ESTADUAL,49,326
ROBERTO FERREIRA DE MENEZES,DEPUTADO ESTADUAL,30,724
ROBERTO FIGUEIRA MARINHO,DEPUTADO ESTADUAL,544,25916
ROBERTO FIGUEIREDO JUNIOR,DEPUTADO ESTADUAL,129,1633
ROBERTO FRANCISCO DA SILVA,DEPUTADO ESTADUAL,20,357
ROBERTO FRANCISCO DE SOUZA,DEPUTADO FEDERAL,44,1022
ROBERTO HIDEO YAMAUCHI,DEPUTADO FEDERAL,316,11938
ROBERTO JOSÉ DA SILVA,DEPUTADO FEDERAL,82,294
ROBERTO JOÃO PEREIRA FREIRE,DEPUTADO FEDERAL,422,21808
ROBERTO MARTINS PEREIRA,DEPUTADO FEDERAL,85,718
ROBERTO MASSAFERA,DEPUTADO ESTADUAL,190,28465
ROBERTO MIGUEL REY JUNIOR,DEPUTADO FEDERAL,427,11641
ROBERTO PIMENTEL,DEPUTADO ESTADUAL,27,290
ROBERTO PIRES,DEPUTADO FEDERAL,235,4257
ROBERTO ROCHA BARRETO,DEPUTADO FEDERAL,39,809
ROBERTO RODRIGUES RIBEIRO,DEPUTADO FEDERAL,94,2143
ROBERTO SAMPAIO GÂNDARA JÚNIOR,DEPUTADO ESTADUAL,119,2032
ROBERTO SEBASTIÃO PETERNELLI JUNIOR,DEPUTADO FEDERAL,614,65504
ROBERTO TURCHI DE MORAIS,DEPUTADO ESTADUAL,242,55455
ROBERTO VIEIRA DIAS,DEPUTADO ESTADUAL,10,169
ROBERTO VITOR DA SILVA,DEPUTADO FEDERAL,37,396
ROBERTO YOSHIHIRO SEKIYA,DEPUTADO ESTADUAL,152,3311
ROBERVAL CONTE LOPES LIMA,DEPUTADO ESTADUAL,567,103173
ROBINSON HERRERO NOVAIS,DEPUTADO FEDERAL,95,1821
ROBSON APARECIDO PRIMO,DEPUTADO ESTADUAL,71,882
ROBSON CLEITON DE AMORIM LUCENA,DEPUTADO ESTADUAL,106,1479
ROBSON DA SILVA CAMPOS,DEPUTADO FEDERAL,42,879
ROBSON DE OLIVEIRA,DEPUTADO ESTADUAL,67,2282
ROBSON DOS SANTOS ALVES,DEPUTADO FEDERAL,240,2019
ROBSON DUARTE DA COSTA,DEPUTADO ESTADUAL,12,177
ROBSON FLORA COSIMATTI,DEPUTADO ESTADUAL,11,181
ROBSON JOSE PORTA BOMBONATTI,DEPUTADO FEDERAL,251,4871
ROBSON LIEBETANZ DZELVE CALABIANQUI,DEPUTADO ESTADUAL,59,1086
ROBSON LIEBETANZ DZELVE CALABIANQUI JUNIOR,DEPUTADO FEDERAL,170,1433
ROBSON LUIS MARTUCHI,DEPUTADO ESTADUAL,56,1504
ROBSON QUIRINO SALVADOR,DEPUTADO FEDERAL,248,3893
RODNEI CESAR DE SOUZA,DEPUTADO ESTADUAL,15,261
RODNEI OLIVEIRA DA SILVA,DEPUTADO FEDERAL,51,9197
RODOLFO HESSEL FANGANIELLO,DEPUTADO ESTADUAL,329,9141
RODRIGO ANTONIO DE AGOSTINHO MENDONÇA,DEPUTADO FEDERAL,359,88825
RODRIGO AUGUSTO MORAES,DEPUTADO ESTADUAL,620,66421
RODRIGO DA SILVA,DEPUTADO ESTADUAL,59,2251
RODRIGO DE ABREU OLIVEIRA,DEPUTADO ESTADUAL,84,2114
RODRIGO DE ALMEIDA SOUZA,DEPUTADO ESTADUAL,229,4851
RODRIGO DE OLIVEIRA VICENTE,DEPUTADO FEDERAL,26,264
RODRIGO EDUARDO DE ALMEIDA PARDI,DEPUTADO ESTADUAL,22,285
RODRIGO FERNANDO ASSIS DOS SANTOS,DEPUTADO ESTADUAL,39,1035
RODRIGO FERREIRA VILELA,DEPUTADO ESTADUAL,22,120
RODRIGO FIRMINO ROMÃO,DEPUTADO ESTADUAL,61,2258
RODRIGO GAMBALE VIEIRA,DEPUTADO ESTADUAL,606,77466
RODRIGO GONÇALVES,DEPUTADO ESTADUAL,123,2148
RODRIGO JENSON DE OLIVEIRA,DEPUTADO ESTADUAL,146,4467
RODRIGO MACHADO RAMOS,DEPUTADO ESTADUAL,5,42
RODRIGO PEREIRA DA SILVA,DEPUTADO ESTADUAL,42,180
RODRIGO PEREIRA DE OLIVEIRA,DEPUTADO ESTADUAL,75,901
RODRIGO PINTO CHIZOLINI,DEPUTADO FEDERAL,228,11513
RODRIGO RAMOS FIORI,DEPUTADO ESTADUAL,24,992
RODRIGO ROSARIO DOS SANTOS,DEPUTADO FEDERAL,43,1592
RODRIGO SALES BARBOSA,DEPUTADO ESTADUAL,28,428
RODRIGO SALOMÃO JUNQUEIRA,DEPUTADO FEDERAL,274,12450
RODRIGO SANTANA,DEPUTADO FEDERAL,319,7020
RODRIGO SCARDELATO GONZALES,DEPUTADO FEDERAL,125,1340
RODRIGO TAVARES DA SILVA,GOVERNADOR,645,570734
ROGER LIN,DEPUTADO FEDERAL,192,5265
ROGERIO CHEQUER RAMALHO MACHADO,GOVERNADOR,645,596206
ROGERIO DA SILVA DO NASCIMENTO,DEPUTADO FEDERAL,70,469
ROGERIO GOMES DO NASCIMENTO,DEPUTADO ESTADUAL,106,2803
ROGERIO JACOMO MICHELETTI,DEPUTADO ESTADUAL,22,188
ROGERIO MONTEIRO BARBOSA,DEPUTADO FEDERAL,267,6158
ROGERIO NOGUEIRA LOPES CRUZ,DEPUTADO ESTADUAL,366,79405
ROGERIO SILVA DE SOUZA,DEPUTADO ESTADUAL,154,8071
ROGERIO SILVA LOPES ,DEPUTADO FEDERAL,109,943
ROGÉRIO ALBERTO REAME,DEPUTADO FEDERAL,150,1788
ROGÉRIO ANTÔNIO FURTADO BARROS,DEPUTADO ESTADUAL,276,20428
ROGÉRIO APARECIDO GOMES PIRES,DEPUTADO ESTADUAL,218,4633
ROGÉRIO AUGUSTO PAVÃO,DEPUTADO ESTADUAL,32,328
ROGÉRIO DIAS DE ANDRADE,DEPUTADO FEDERAL,69,252
ROGÉRIO DOS SANTOS GOMES,DEPUTADO FEDERAL,37,896
ROGÉRIO MARCELINO DE MOURA,DEPUTADO ESTADUAL,8,253
ROGÉRIO VALDECI DE LIMA,DEPUTADO ESTADUAL,67,2029
ROLGACIANO FERNANDES ALMEIDA,DEPUTADO ESTADUAL,90,9203
ROMEU EMANOEL CASADEI DA SILVA,DEPUTADO FEDERAL,33,439
ROMEU TUMA JUNIOR,DEPUTADO FEDERAL,292,11852
ROMILDO FIDELIS,DEPUTADO ESTADUAL,22,136
ROMILDO LUIZ DA FONSECA,DEPUTADO FEDERAL,38,465
ROMILDO VIRGINIO DOS SANTOS,DEPUTADO ESTADUAL,126,19378
RONALD TANIMOTO CELESTINO,DEPUTADO ESTADUAL,50,545
RONALDO BARROS DE OLIVEIRA,DEPUTADO ESTADUAL,46,747
RONALDO DA CRUZ BRAGANÇA,DEPUTADO ESTADUAL,58,801
