,Candidato,Serviços prestados por terceiros,Despesa com Impulsionamento de Conteúdos,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",Eventos de promoção da candidatura,Publicidade por materiais impressos,Doações financeiras a outros candidatos/partidos,Combustíveis e lubrificantes,Criação e inclusão de páginas na internet,Taxa de Administração de Financiamento Coletivo,Despesas com Hospedagem,Despesas com transporte ou deslocamento,Despesas com pessoal,"Produção de programas de rádio, televisão ou vídeo",Publicidade por jornais e revistas,Publicidade por adesivos,"Produção de jingles, vinhetas e slogans",Atividades de militância e mobilização de rua,Serviços próprios prestados por terceiros,Locação/cessão de bens móveis (exceto veículos),Diversas a especificar,Locação/cessão de bens imóveis,Publicidade por carros de som,"Impostos, contribuições e taxas",Cessão ou locação de veículos,Materiais de expediente,Alimentação,Correspondências e despesas postais,Água,Energia elétrica,Comícios,Aquisição/Doação de bens móveis ou imóveis,Pré-instalação física de comitê de campanha,Pesquisas ou testes eleitorais,Multas eleitorais,Passagem Aérea,Telefone,Encargos sociais,Reembolsos de gastos realizados por eleitores,Gasto_Candidato,Votos recebidos
618,LUIZ CARLOS ROSSINI,10500.0,7021.0,115.75,0.0,18457.0,0.0,1387.0,297.0,31.4,0.0,0.0,22500.0,0.0,3221.5,5745.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,3490.56,0.0,25282.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.02,0.0,0.0,100070.13,9934.0
619,EVALDO RUI VICENTINI,53800.0,30300.0,100.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,460.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,835.34,0.0,0.0,0.0,2293.85,652.9,9073.55,0.0,0.0,203.44,0.0,1269.0,0.0,0.0,0.0,0.0,865.0699999999999,0.0,0.0,100003.28,503.0
620,WILLIANS SANTOS,0.0,82.0,465.85,0.0,10050.0,2.5,3000.0,0.0,0.0,0.0,0.0,2423.03,0.0,0.0,3132.0,3200.0,71060.0,0.0,0.0,0.0,0.0,0.0,4.62,4500.0,0.0,1300.0,0.0,780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,4985.0
621,HELIO VENANCIO FERREIRA,4000.0,0.0,56.55,0.0,3820.0,0.0,0.0,0.0,0.0,0.0,0.0,74513.45,0.0,0.0,0.0,1530.0,0.0,0.0,0.0,9000.0,0.0,0.0,0.0,7080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,13827.0
622,RENATO NIVEO GUIMARAES MESQUITA,8300.0,0.0,23.31,0.0,1500.0,0.0,174.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0
623,PATRICIA DE OLIVEIRA SOUZA LELIS,48500.0,0.0,58.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51441.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,1427.0
624,WALID ALI HAMID,58981.6,200.0,84.0,0.0,4390.0,0.0,17330.33,0.0,0.0,0.0,0.0,0.0,700.0,5720.0,0.0,0.0,0.0,0.0,0.0,1250.0,2000.0,0.0,247.87,7925.0,0.0,500.0,0.0,671.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,9997.0
625,FRANCISCO JOSE LANG FERNADES DE  OLIVEIRA,25000.0,0.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99993.9,0.0
626,LEONARDO FRANCISCO SAMPAIO DE SOUZA FILHO,8954.0,5000.0,85.8,0.0,24780.0,0.0,3311.06,10000.0,0.0,0.0,0.0,36350.0,0.0,3324.64,3184.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99989.5,5231.0
627,MAURO ALVES DOS SANTOS JUNIOR,4000.0,0.0,82.75,0.0,45700.27,0.0,6000.0,0.0,0.0,0.0,0.0,33000.0,0.0,450.0,2450.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,5800.0,0.0,1905.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99988.02,35863.0
628,JOSÉ AGRIPINO DA SILVA,39800.0,2524.83,170.03000000000003,0.0,22250.0,0.0,1002.02,0.0,0.0,0.0,789.34,0.0,0.0,2000.0,1250.0,1000.0,18797.0,1200.0,0.0,83.38,0.0,3200.0,0.0,0.0,5316.35,558.2,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99983.15,1662.0
629,JOSE ALEXANDRE PENA DEVESA,30100.0,0.0,33.0,0.0,17558.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99981.0,0.0
630,JOSÉ PEDRO CORNÉLIO,6000.0,0.0,78.0,0.0,0.0,0.0,3400.0,0.0,0.0,0.0,0.0,83000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,2500.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99978.0,1294.0
631,ROBERTO HIDEO YAMAUCHI,0.0,0.0,77.5,0.0,3252.0,0.0,0.0,200.0,0.0,0.0,0.0,96443.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99973.06,11938.0
632,FRANCISCO ALEXANDRE FILHO,3500.0,5000.0,163.5,0.0,29581.0,0.0,307.3,0.0,0.0,450.0,0.0,0.0,0.0,0.0,700.0,0.0,30539.0,0.0,0.0,756.0,0.0,0.0,0.0,0.0,1064.7,1098.0,26811.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99970.9,22292.0
633,JUAREZ JUVENCIO DOS SANTOS,0.0,2000.0,45.85,0.0,44730.0,0.0,5728.18,0.0,0.0,603.65,0.0,39093.25,0.0,0.0,1750.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3968.51,155.6,1689.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99964.96,0.0
634,PAOLA ROSA ESTEVÃO,12000.0,504.0,263.9,0.0,25965.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.99,0.0,60650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99962.74,1421.0
635,ADELIA DE JESUS SOARES,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,92460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99960.0,629.0
636,LUCIANO FEITOSA DE MELO,5000.0,3000.0,189.3,0.0,10035.0,0.0,5027.780000000001,0.0,0.0,0.0,0.0,59800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,6886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99938.08,1569.0
637,LUIIZ CARLOS DOS SANTOS CAMINO,4000.0,0.0,279.51,0.0,3528.0,0.0,5500.04,0.0,0.0,292.0,0.0,54960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11529.99,0.0,0.0,0.0,5400.0,1574.6,1122.38,11732.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99919.30000000002,0.0
638,DAVID ABMAEL DAVID,16500.0,0.0,0.35,0.0,31379.8,0.0,5344.12,2500.0,0.0,0.0,0.0,8340.0,0.0,3054.0,4110.0,550.0,0.0,4000.0,0.0,22279.0,0.0,0.0,0.0,0.0,0.0,1720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99777.27,16670.0
639,MARCOS JULIANO FERREIRA,0.0,0.0,417.25,0.0,21896.0,0.0,12683.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2239.0,2000.0,0.0,59007.12,0.0,0.0,600.0,0.0,0.0,895.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99738.58,14418.0
640,DAVID SEVERINO DA SILVA JUNIOR,1149.0,0.0,142.5,0.0,1147.5,0.0,19212.59,0.0,0.0,0.0,0.0,71200.0,0.0,0.0,1550.68,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,1000.0,0.0,4128.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99730.77,3010.0
641,MARCOS MULLER,8000.0,0.0,341.25,0.0,1940.0,0.0,3139.86,0.0,0.0,0.0,56.02,64905.0,0.0,4370.0,0.0,500.0,0.0,0.0,0.0,1240.0,0.0,0.0,0.0,15000.0,25.0,0.0,109.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99627.11,6574.0
642,MARCOS TADEU VILALTA,4000.0,10000.0,195.15,0.0,16537.5,0.0,4440.01,0.0,0.0,0.0,0.0,30200.0,0.0,6558.0,4500.0,0.0,0.0,0.0,0.0,12667.0,4800.0,0.0,0.0,5173.78,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99376.44,6650.0
643,SANDRA REGINA FELICIO WHITAKER,0.0,320.0,79.2,0.0,4700.0,0.0,2545.4,0.0,0.0,0.0,0.0,81845.0,0.0,3140.0,4100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.79,2535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99321.39,723.0
644,SUELY VILELA,4800.0,0.0,139.4,0.0,19419.9,0.0,5391.74,0.0,104.0,0.0,0.0,49000.0,0.0,5050.0,8595.0,0.0,0.0,0.0,0.0,281.0,5000.0,0.0,0.0,0.0,501.2,477.0,506.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99265.49,7218.0
645,JAMIL AKIO ONO,6000.0,12200.0,217.0,0.0,45785.0,0.0,2517.29,3000.0,790.59,0.0,965.0,2400.0,0.0,5343.6,3840.0,1600.0,1000.0,0.0,0.0,0.0,0.0,6450.0,35.0,0.0,1080.0,0.0,5939.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99162.49,26879.0
646,GUILHERME ANEDES SALLES MENDES,0.0,6300.0,471.32,0.0,14820.0,0.0,0.0,0.0,64.32,0.0,0.0,3000.0,0.0,3500.0,5430.0,0.0,55293.0,6000.0,0.0,1100.0,2000.0,0.0,0.0,0.0,91.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98070.24,2623.0
647,EIJI DE CAMPOS SANTANA,6000.0,50000.0,106.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,0.0,18000.0,0.0,0.0,0.0,0.0,0.0,21266.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97872.9,1339.0
648,PEDRO TOURINHO DE SIQUEIRA,12000.0,7500.0,303.6,1999.2,27806.0,0.0,4869.79,0.0,1758.4,0.0,0.0,35300.0,0.0,650.0,2600.0,0.0,0.0,0.0,250.0,48.0,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97784.99,24868.0
649,ANTONIO RODRIGUES DE SOUSA,700.0,0.0,42.5,0.0,13350.0,0.0,7145.02,11450.0,0.0,0.0,0.0,2400.0,0.0,0.0,3200.0,0.0,59162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97449.52,2565.0
650,NATALINO DA SILVA BRAUNA,6000.0,145.0,0.0,0.0,836.0,0.0,0.0,0.0,0.0,0.0,0.0,53554.8,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,35464.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97000.0,1504.0
651,MARINALVA GONÇALVES DE BRITO,400.0,0.0,100.0,0.0,0.0,55000.0,0.0,0.0,0.0,0.0,0.0,41400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96900.0,4579.0
652,ALFREDO SOARES DE MOURA,0.0,4000.0,267.35,0.0,2677.35,0.0,4599.0,0.0,0.0,0.0,0.0,73500.0,0.0,0.0,3145.0,500.0,0.0,0.0,0.0,200.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96888.7,6810.0
653,EDUARDO VIEIRA PETROV,5000.0,0.0,218.0,0.0,15890.0,0.0,0.0,3500.0,0.0,0.0,2000.0,65407.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1688.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96703.66,7989.0
654,MARIANA CERGOLI JANEIRO,21441.6,0.0,130.95,0.0,9497.0,55000.0,2916.91,0.0,150.74,0.0,0.0,0.0,5000.0,0.0,695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1756.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96588.41000000002,9592.0
655,EDUARDO TADEU PEREIRA,12000.0,5231.99,47.5,745.0,43624.0,4200.0,5000.0,0.0,148.01,0.0,0.0,13691.0,1500.0,4507.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96412.1,6159.0
656,SAULO GOES DE ALBUQUERQUE,8500.0,0.0,209.3,0.0,4385.0,0.0,12470.43,12000.0,0.0,0.0,0.0,50250.0,0.0,0.0,3490.0,1000.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96304.73,5745.0
657,ALEX SANDRO GOMES,76268.04000000001,0.0,85.55000000000001,0.0,3000.0,0.0,0.0,2300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14646.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96300.0,10976.0
658,PATRICIA DOS REIS TRAVASSOS,5000.0,0.0,159.6,0.0,19670.0,0.0,4300.0,0.0,0.0,0.0,0.0,21180.0,0.0,0.0,2310.0,0.0,41848.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,484.0,0.0,146.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95997.76,1108.0
659,PAULA FRANCINETE COSTA LEITE,12000.0,0.0,13.2,0.0,28276.82,0.0,0.0,0.0,0.0,0.0,0.0,19282.94,0.0,0.0,3558.0,0.0,0.0,0.0,0.0,32715.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95846.14,8395.0
660,BRUNO RAMOS DA SILVA,14965.9,5899.0,500.27,0.0,12101.13,3500.0,0.0,0.0,28.28,0.0,954.76,12230.0,3000.0,0.0,9774.0,0.0,29050.0,0.0,0.0,0.0,3200.0,0.0,0.0,0.0,372.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95575.64,3000.0
661,MARIO FERREIRA,29092.61,7500.0,130.0,0.0,16880.0,0.0,11391.57,0.0,25.8,0.0,0.0,23200.0,0.0,3700.0,800.0,0.0,0.0,0.0,0.0,0.0,2000.0,500.0,39.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95259.29,3951.0
662,MARIANA ROSSETO SANTOS,0.0,0.0,26.4,0.0,21354.0,35000.0,2594.29,0.0,0.0,0.0,0.0,21613.0,0.0,0.0,0.0,0.0,4000.0,4000.0,0.0,0.0,0.0,4800.0,0.0,0.0,0.0,599.15,1110.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95097.14,5636.0
663,CHEILA MARIA SUBENKO OLALLA,0.0,0.0,272.9,0.0,5215.0,60000.0,900.1600000000001,0.0,0.0,0.0,0.0,28301.94,0.0,0.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95000.0,1999.0
664,FABIO FERNANDO DOS REIS SILVA,42396.76,0.0,252.55,0.0,22280.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2386.0,800.0,0.0,3908.0,0.0,0.0,3000.0,0.0,0.0,11020.0,0.0,4410.150000000001,0.0,100.9,207.8,0.0,0.0,0.0,0.0,0.0,0.0,179.97,0.0,0.0,94942.13,5054.0
665,REGIA MARIA GOUVEIA SARMENTO,0.0,4000.0,392.6,0.0,26710.0,0.0,4258.09,0.0,34.4,0.0,0.0,28189.2,0.0,200.0,1500.0,0.0,0.0,0.0,0.0,0.0,4999.99,0.0,0.0,6000.0,0.0,12819.49,5537.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.67,0.0,0.0,94751.14,2570.0
666,ELAINE CRISTINA LOPES TERRON,3000.0,0.0,104.0,0.0,19274.0,20000.0,2104.94,0.0,0.0,0.0,0.0,0.0,0.0,560.0,0.0,0.0,47990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93832.94,4058.0
667,LIVIO ANTONIO GIOSA,18576.0,0.0,273.40000000000003,0.0,22555.4,0.0,0.0,6500.0,451.48,0.0,0.0,0.0,0.0,7528.4,5387.5,0.0,28260.0,0.0,0.0,855.0,0.0,0.0,0.0,0.0,0.0,0.0,2680.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93068.02,4156.0
668,KAWEL RODRIGO LOTTI,4154.0,0.0,550.24,0.0,18740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11150.0,0.0,10702.0,0.0,44434.76,0.0,0.0,0.0,0.0,0.0,0.0,3100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92831.0,3650.0
669,MARIO CESAR TRUNCI DE MARCO,0.0,78033.0,58.5,0.0,7699.99,0.0,0.0,0.0,0.0,0.0,0.0,4646.68,0.0,0.0,666.5,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92604.67,2366.0
670,ANDRESSA SALES STRAMBECK DA COSTA,22000.0,0.0,429.0,0.0,35160.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,30133.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626.3399999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91848.54,8882.0
671,IVANILDO GOMES NOGUEIRA,0.0,0.0,72.6,0.0,25500.0,0.0,5754.03,0.0,0.0,0.0,0.0,35930.0,0.0,0.0,21885.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91641.63,5255.0
672,VANDERLEI SIRAQUE,0.0,3000.0,121.8,0.0,13388.3,2.5,7401.0,0.0,87.2,0.0,0.0,42760.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,37.88,1000.0,0.0,0.0,8000.0,5427.17,0.0,9319.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91045.0,11260.0
673,JULIANA VIGGIANI VALIO BORGES,47513.72,28050.0,100.5,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,4494.36,0.0,540.0,395.98,0.0,4420.34,0.0,0.0,0.0,0.0,0.0,2941.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90956.48,2355.0
674,WALDEMAR ANTONIO ZORZI FOELKEL,17210.0,19200.0,399.5,0.0,27381.53,0.0,2599.25,0.0,0.0,0.0,0.0,8000.0,1146.0,11660.0,2209.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90305.28,1913.0
675,CLARICE SILVA BARBOSA,12000.0,0.0,157.45000000000002,0.0,5374.81,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,450.0,0.0,71113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89995.26000000001,568.0
676,MARCIA WALÉRIA NUNES DE OLIVEIRA DIAS,19650.0,0.0,59.400000000000006,0.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89989.4,834.0
677,REGINALDO CAMILO DOS SANTOS,20650.0,2000.0,312.5,0.0,12658.0,0.0,2530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1090.0,0.0,40732.6,0.0,0.0,0.0,1000.0,5350.0,0.0,2700.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89523.1,8062.0
678,DIEGO FONSECA NASCIMENTO,53710.0,2500.0,209.5,0.0,20086.0,0.0,2690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.5,0.0,5816.88,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88430.88,8538.0
679,JOSÉ CLAUDIO MANCILHA DE FARIA BARBOSA,45450.0,1480.0,0.0,0.0,18980.0,0.0,7634.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5315.0,0.0,0.0,0.0,0.0,2500.0,300.0,0.0,0.0,4300.0,750.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86710.0,0.0
680,MANOEL BARBOSA DO NASCIMENTO,3800.0,16527.37,69.9,0.0,36523.0,0.0,0.0,0.0,0.0,0.0,0.0,23740.0,0.0,0.0,4993.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85653.77,39894.0
681,FELICIANO NAHIMY FILHO,20901.78,50186.0,99.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,1150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12334.0,0.0,0.0,0.0,51.8,0.0,0.0,357.51,259.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85599.63,70990.0
682,JOÃO AGNALDO DONIZETI GANDINI,5700.0,15000.0,43.65,0.0,22344.0,0.0,1655.2000000000005,0.0,269.49,0.0,0.0,0.0,0.0,0.0,3850.0,0.0,33039.66,0.0,0.0,0.0,0.0,0.0,0.0,3570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85472.0,17801.0
683,FABÍOLA DE CAMPOS BRAGA MATTOZINHO,31000.0,1400.0,152.56,0.0,8681.0,0.0,0.0,16000.0,0.0,0.0,0.0,0.0,0.0,7576.5,8400.0,0.0,0.0,4000.0,0.0,110.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85320.06,8538.0
684,ANA PAULA LOURENÇO,20810.11,0.0,0.0,0.0,8980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.0,0.0,4635.0,0.0,42139.34,0.0,0.0,0.0,0.0,0.0,0.0,1470.0,737.0,5865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85091.45,20939.0
685,SANZIO RODRIGUES DA SILVA,0.0,1000.0,203.84,0.0,8350.0,0.0,2000.0,0.0,0.0,0.0,0.0,65146.16,0.0,1100.0,1400.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,2505.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83205.0,1638.0
686,MONICA CRISTINA SEIXAS BONFIM,10459.57,19500.0,177.75,0.0,14135.99,0.0,0.0,589.0,5436.37,0.0,0.0,10650.0,9150.0,0.0,0.0,1400.0,0.0,0.0,0.0,2.46,0.0,0.0,0.0,0.0,0.0,0.0,11417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82918.14,131389.0
687,THOMÁS ANTONIO CAPELTETTO DE OLIVEIRA,44580.0,10.0,562.1,0.0,11300.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,13835.0,3700.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339.6,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82326.70000000001,0.0
